battery_id,discharge_index,number_of_steps,baseline_rmse_v,hybrid_rmse_v,mlp_hybrid_rmse_v,temperature_hybrid_rmse_v,baseline_mae_v,hybrid_mae_v,mlp_hybrid_mae_v,temperature_hybrid_mae_v,hybrid_rmse_improvement_v,mlp_rmse_improvement_v,mlp_vs_rf_rmse_gain_v,temperature_rmse_gain_v,hybrid_mae_improvement_v,mlp_mae_improvement_v,mlp_vs_rf_mae_gain_v,temperature_mae_gain_v
B0006,128,258,0.10873155644685456,0.013710054227591192,0.028621683609565112,0.013771143538029667,0.09856511359693909,0.011042487583702179,0.02131847772536262,0.01080330905542078,0.09502150221926337,0.08010987283728944,-0.01491162938197392,-6.108931043847556e-05,0.08752262601323692,0.07724663587157647,-0.01027599014166044,0.00023917852828139914
B0006,129,258,0.11129353901211889,0.017204683916472202,0.034532430059092345,0.017541529165202376,0.09904447605119322,0.011503391860206649,0.02507409130082191,0.011229429494902798,0.09408885509564668,0.07676110895302654,-0.017327746142620143,-0.00033684524873017416,0.08754108419098658,0.07397038475037132,-0.01357069944061526,0.00027396236530385053
B0006,130,257,0.1104056753005076,0.015611304233425853,0.033161948650977525,0.015339539498247092,0.10017811466420173,0.01253842683768859,0.02582672292252603,0.012218268742683239,0.09479437106708175,0.07724372664953008,-0.01755064441755167,0.0002717647351787606,0.08763968782651314,0.07435139174167571,-0.01328829608483744,0.00032015809500535175
B0006,131,256,0.11060590164371169,0.0170779273438874,0.03497036434545542,0.015399069372433976,0.10107673163793182,0.01345973130003941,0.028068218348954573,0.013008227972262316,0.09352797429982429,0.07563553729825627,-0.017892437001568017,0.0016788579714534253,0.08761700033789241,0.07300851328897726,-0.014608487048915162,0.00045150332777709433
B0006,132,257,0.10820536421405016,0.015332436067626826,0.037856447881675095,0.012384838869674033,0.09812925571529674,0.011730448197960394,0.02981382905369737,0.010702890746312671,0.09287292814642334,0.07034891633237507,-0.02252401181404827,0.0029475971979527928,0.08639880751733635,0.06831542666159937,-0.018083380855736977,0.0010275574516477228
B0006,133,262,0.09905441148108432,0.008823346103314872,0.04884434744539798,0.012362450032700633,0.08649828991588861,0.003949100767019372,0.0371382467890369,0.004321289737971286,0.09023106537776945,0.05021006403568634,-0.040021001342083105,-0.003539103929385761,0.08254918914886923,0.04936004312685171,-0.03318914602201753,-0.0003721889709519142
B0006,134,258,0.10161091402037474,0.012016201727050783,0.04802187774255727,0.009105125230964125,0.09148760835115305,0.007027007071385449,0.03753236229068793,0.00639112653067147,0.08959471229332396,0.05358903627781747,-0.036005676015506485,0.002911076496086658,0.0844606012797676,0.05395524606046512,-0.030505355219302484,0.0006358805407139789
B0006,135,256,0.10882899548689565,0.018157479475939237,0.0494709761385062,0.016303089570372662,0.09758609855112446,0.01169690591291461,0.03905538409065948,0.011314696685358684,0.09067151601095641,0.05935801934838945,-0.03131349666256696,0.0018543899055665745,0.08588919263820985,0.05853071446046498,-0.027358478177744866,0.0003822092275559269
B0006,136,254,0.1111661416286471,0.016857634321115787,0.047411221242478326,0.019081358427140104,0.10192446106785694,0.014044470750131606,0.03867401016678799,0.01496225322512947,0.09430850730753132,0.06375492038616878,-0.03055358692136254,-0.0022237241060243176,0.08787999031772534,0.06325045090106896,-0.024629539416656382,-0.0009177824749978646
B0006,137,254,0.11332300535473941,0.01738905200804562,0.052505987241312904,0.019961706049481782,0.10119136451004555,0.013396990449256983,0.04173030114154651,0.013523494730983056,0.09593395334669379,0.060817018113426505,-0.03511693523326728,-0.002572654041436164,0.08779437406078858,0.059461063368499045,-0.028333310692289525,-0.00012650428172607253
B0006,138,253,0.1110178460442682,0.01609804928134721,0.052348767659430494,0.016501995325276655,0.10070688164591007,0.01305784636222152,0.042513804363574645,0.01256635963931348,0.09491979676292099,0.05866907838483771,-0.03625071837808329,-0.00040394604392944566,0.08764903528368856,0.05819307728233543,-0.029455958001353123,0.00049148672290804
B0006,139,252,0.1158856616001933,0.020214399337119427,0.05556443255013226,0.021373491350146517,0.10405092209978015,0.015687811692248484,0.0446521054090583,0.015425822044273712,0.09567126226307388,0.060321229050061036,-0.03535003321301283,-0.0011590920130270903,0.08836311040753167,0.05939881669072185,-0.028964293716809815,0.00026198964797477173
B0006,140,250,0.11755990499820153,0.022605592970695507,0.05607040853780717,0.02480640896416107,0.10717542231908697,0.018499095317397043,0.045554710173955786,0.019260035336549408,0.09495431202750602,0.06148949646039436,-0.03346481556711166,-0.0022008159934655616,0.08867632700168993,0.061620712145131186,-0.027055614856558743,-0.0007609400191523653
B0006,141,249,0.11891480405749963,0.023257471267632612,0.05489720236252978,0.025100434472200568,0.11008356861385898,0.020406687109103122,0.045605129842784406,0.021380804119479957,0.09565733278986702,0.06401760169496984,-0.03163973109489717,-0.0018429632045679559,0.08967688150475586,0.06447843877107458,-0.025198442733681284,-0.0009741170103768348
B0006,142,249,0.11683786837659205,0.024348150213704928,0.06100370994092777,0.021837583701535653,0.10674602848198192,0.019066638530300734,0.049110349498385227,0.018540954115461212,0.09248971816288712,0.05583415843566428,-0.03665555972722284,0.0025105665121692745,0.08767938995168119,0.05763567898359669,-0.030043710968084492,0.0005256844148395223
B0006,143,248,0.11828701370700609,0.0222918819043834,0.05908768854826239,0.02202581236577726,0.10896051216822028,0.019378945661010498,0.04866864435807074,0.019083714005455867,0.09599513180262269,0.059199325158743696,-0.03679580664387899,0.0002660695386061396,0.08958156650720978,0.060291867810149544,-0.02928969869706024,0.0002952316555546314
